Ad report
"September 24, 2021 - September 16, 2026"
Ad status,Final URL,Beacon URLs,Headline,Long headline,Long headline 1,Long headline 2,Long headline 3,Long headline 4,Long headline 5,Headline 1,Headline 1 position,Headline 2,Headline 2 position,Headline 3,Headline 3 position,Headline 4,Headline 4 position,Headline 5,Headline 5 position,Headline 6,Headline 6 position,Headline 7,Headline 7 position,Headline 8,Headline 8 position,Headline 9,Headline 9 position,Headline 10,Headline 10 position,Headline 11,Headline 11 position,Headline 12,Headline 12 position,Headline 13,Headline 13 position,Headline 14,Headline 14 position,Headline 15,Headline 15 position,Description,Description 1,Description 1 position,Description 2,Description 2 position,Description 3,Description 3 position,Description 4,Description 4 position,Description 5,Image ID,Square image ID,Portrait image ID,Logo ID,Landscape logo ID,Business name,Display Network image ID,Call to action text,Call to action text 1,Call to action text 2,Call to action text 3,Call to action text 4,Call to action text 5,Call to action headline,Video ID,Companion banner,Accent color,Main color,Allow flexible color,Ad format preference,Promotion text,Price prefix,Enable Asset Enhancements,Enable Autogen Video,Ad name,ad.device_preference,ad.display_url,Path 1,Path 2,Card 1 headline,Card 1 call to action text,Card 1 image ID,Card 1 square image ID,Card 1 portrait image ID,Card 1 final URL,Card 1 final mobile URL,Card 2 headline,Card 2 call to action text,Card 2 image ID,Card 2 square image ID,Card 2 portrait image ID,Card 2 final URL,Card 2 final mobile URL,Card 3 headline,Card 3 call to action text,Card 3 image ID,Card 3 square image ID,Card 3 portrait image ID,Card 3 final URL,Card 3 final mobile URL,Card 4 headline,Card 4 call to action text,Card 4 image ID,Card 4 square image ID,Card 4 portrait image ID,Card 4 final URL,Card 4 final mobile URL,Card 5 headline,Card 5 call to action text,Card 5 image ID,Card 5 square image ID,Card 5 portrait image ID,Card 5 final URL,Card 5 final mobile URL,Card 6 headline,Card 6 call to action text,Card 6 image ID,Card 6 square image ID,Card 6 portrait image ID,Card 6 final URL,Card 6 final mobile URL,Card 7 headline,Card 7 call to action text,Card 7 image ID,Card 7 square image ID,Card 7 portrait image ID,Card 7 final URL,Card 7 final mobile URL,Card 8 headline,Card 8 call to action text,Card 8 image ID,Card 8 square image ID,Card 8 portrait image ID,Card 8 final URL,Card 8 final mobile URL,Card 9 headline,Card 9 call to action text,Card 9 image ID,Card 9 square image ID,Card 9 portrait image ID,Card 9 final URL,Card 9 final mobile URL,Card 10 headline,Card 10 call to action text,Card 10 image ID,Card 10 square image ID,Card 10 portrait image ID,Card 10 final URL,Card 10 final mobile URL,Mobile final URL,Tracking template,Final URL suffix,Custom parameter,Campaign,Ad group,Status,Status reasons,Ad type,Ad strength,Ad strength improvements,Currency code,TrueView avg. CPV,Avg. CPM,Impr.,Interactions,Interaction rate,Avg. cost,Cost,Video,Conv. (Platform Comparable),Cost / Conv. (Platform Comparable),Conv. value / Cost (Platform Comparable),Conv. rate,Conversions,Cost / conv.
Enabled,https://movimento.zapmais.com/conteudos/, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,ZAP+-Corretor---300x100.gif, --,movimento.zapmais.com, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,, --, --,,[MATH] [DISPLAY] [IMAGENS] Movimento Vai de Corretor - Dezembro,Corretores - anúncio gráfico,Not eligible,campaign ended; campaign paused,Image ad, --, --,BRL,0,2.77,481,3,0.62%,0.44,1.33, --,0.00,0,0.00,0.00%,0.00,0.00
Enabled,https://www.zapmais.com.br/anuncie-portais/?utm_source=google&utm_medium=cpc&utm_content=melhorepoca26&utm_campaign=dgenoff26br_gg_pc_po_pp_ao_wb_re_go_pf, --, --, --, --, --, --, --, --,"Portais Zap, OLX e Viva Real", --,3 maiores portais imobiliários, --,Conheça nossos planos, --,A maior vitrine imobiliária, --,Ganhe mais relevância, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Os 3 maiores portais de imóveis do Brasil em um só plano., --,Ganhe vantagens no Meu Clube ZAP ao contratar seu plano profissional. Confira, --,"Zap, OLX e Viva Real geram mais de 31 milhões de leads por mês para o mercado imobiliário.", --,Planos para corretores e imobiliárias em busca de mais alcance. Ganhe mais relevância., --,Contrate um dos planos dos portais do Grupo OLX. Potencialize sua divulgação.,335491119932; 335578306867; 335491234136; 335578448584,335491119938; 335491160240; 335491234148; 335491273859,335578240075; 335622456123; 335578366300; 335578433572,197791677733; 197739879926, --,Grupo OLX, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Estáticos, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,, --, --,,dgenoff26br_gg_pc_po_pp_ao_wb_re_go_pf,AON | Criativos Fev.26,Not eligible,campaign paused,Demand Gen image ad,Excellent,,BRL,0,97.93,"242,576","21,784",8.98%,1.09,23755.18, --,533.60,44.52,0.02,2.45%,533.60,44.52
Enabled,https://www.zapmais.com.br/anuncie-portais/?utm_source=google&utm_medium=cpc&utm_content=melhorepoca26&utm_campaign=dgenoff26br_gg_pc_po_pp_ao_wb_re_go_pf, --, --, --,Potencialize sua divulgação nos maiores portais do Grupo OLX. Anuncie agora.,Saia na Frente. Garanta a exposição ideal para seus imóveis na melhor época para anunciar.,"Destaque-se no mercado imobiliário, anuncie para mais de 100 milhões de visitas por mês.",Aproveite já pra se destacar no mercado imobiliário. Anuncie com os portais do Grupo OLX., --,"Portais Zap, OLX e Viva Real", --,3 maiores portais imobiliários, --,Conheça nossos planos, --,A maior vitrine imobiliária, --,Ganhe mais relevância, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Os 3 maiores portais de imóveis do Brasil em um só plano., --,Ganhe vantagens no Meu Clube ZAP ao contratar seu plano profissional. Confira, --,"Zap, OLX e Viva Real geram mais de 31 milhões de leads por mês para o mercado imobiliário.", --,Planos para corretores e imobiliárias em busca de mais alcance. Ganhe mais relevância., --,Contrate um dos planos dos portais do Grupo OLX. Potencialize sua divulgação., --, --, --,197791677733, --,Grupo OLX, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Vídeos KV 3 e 4, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,, --, --,,dgenoff26br_gg_pc_po_pp_ao_wb_re_go_pf,Melhor Época 26,Not eligible,ad group paused; campaign paused,Demand Gen video ad,Excellent,,BRL,0.02,8.38,"220,901","123,747",56.02%,0.01,1850.81, --,1.14,1624.97,0.00,0.00%,1.14,1624.97
Enabled,https://www.zapmais.com.br/anuncie-portais/?utm_source=google&utm_medium=cpc&utm_content=melhorepoca26&utm_campaign=dgenoff26br_gg_pc_po_pp_ao_wb_re_go_pf, --, --, --, --, --, --, --, --,"Portais Zap, OLX e Viva Real", --,3 maiores portais imobiliários, --,Conheça nossos planos, --,A maior vitrine imobiliária, --,Ganhe mais relevância, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Os 3 maiores portais de imóveis do Brasil em um só plano., --,Ganhe vantagens no Meu Clube ZAP ao contratar seu plano profissional. Confira, --,"Zap, OLX e Viva Real geram mais de 31 milhões de leads por mês para o mercado imobiliário.", --,Planos para corretores e imobiliárias em busca de mais alcance. Ganhe mais relevância., --,Contrate um dos planos dos portais do Grupo OLX. Potencialize sua divulgação.,322593338459; 322593374981; 322593838706; 322593856244; 328642487254; 328684101210; 328557210212,322724074554; 322669614337; 328684103676; 328642494541; 328642611544; 328557217367,322593347063; 322669614301; 322593849887; 322670167267; 328642487260; 328557210128,197791677733; 197739879926, --,Grupo OLX, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Estáticos, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,, --, --,,dgenoff26br_gg_pc_po_pp_ao_wb_re_go_pf,Melhor Época 26,Not eligible,ad group paused; campaign paused,Demand Gen image ad,Excellent,,BRL,0,94.59,"569,313","38,814",6.82%,1.39,53853.55, --,556.35,96.80,0.01,1.43%,556.35,96.80
Enabled,https://movimento.zapmais.com/datazap-tendencias-moradia/, --, --, --, --, --, --, --, --,Movimento Vai de Corretor, --,Corretores Consultores, --,Corretor Parceiro, --,Zap+ #VaideCorretor, --,ZAP+ Movimento Vai de Corretor, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Estudo de mercado exclusivo do DataZAP+, --,Acesse o vai de corretor e confira o Estudo sobre Tendências de Moradia da DataZAP+, --,O ZAP+ conta tudo o que você precisa saber sobre o mercado imobiliário., --,"Conteúdos exclusivos do DataZAP+, que você encontra no movimento vai de corretor.", --, --,19063208739,19063208838,20409271282,17367411307, --,Zap+, --,Faça Download, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,, --, --,,Display | Tendências de Moradia,URls,Not eligible,ad group paused; campaign paused,Demand Gen image ad,Good, --;--;--,BRL,0,0,0,0, --,0,0.00, --,0.00,0,0,0.00%,0.00,0.00
Enabled,https://movimento.zapmais.com/datazap-tendencias-moradia/, --, --, --, --, --, --, --, --,Movimento Vai de Corretor, --,Corretores Consultores, --,Corretor Parceiro, --,Zap+ #VaideCorretor, --,ZAP+ Movimento Vai de Corretor, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Estudo de mercado exclusivo do DataZAP+, --,Acesse o vai de corretor e confira o Estudo sobre Tendências de Moradia da DataZAP+, --,O ZAP+ conta tudo o que você precisa saber sobre o mercado imobiliário., --,"Conteúdos exclusivos do DataZAP+, que você encontra no movimento vai de corretor.", --, --,19063208739,19063208838,20409271282,17367411307, --,Zap+, --,Faça Download, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,, --, --,,Display | Tendências de Moradia,Setor imobiliário AMPLO,Not eligible,ad group paused; campaign paused,Demand Gen image ad,Good, --;--;--,BRL,0,4.86,"217,406","2,373",1.09%,0.45,1057.59, --,0.00,0,0.00,0.42%,10.00,105.76
Paused,https://www.zapmais.com.br/anuncie-portais/?utm_source=google&utm_medium=cpc&utm_campaign=%5BNon-Branded%5D+Search+%7C+PlanoZap%2B, --, --, --, --, --, --, --, --,Plano Zap+, --,Novos planos com desconto, --,Especial mês do corretor, --,Até 20% off para anunciar, --,Conheça os nossos planos, --,Diversos benefícios, --,Conheça o Plano Zap+, --,Destaque seus Imóveis, --,Dobro de destaque por 30 Dias, --,Anuncie seus Imóveis, --,Mês do Corretor com Descontos, --,Conheça o ZAP+, --,Melhore a sua Performance, --, --, --, --, --, --,Oferta especial do Mês do Corretor: planos dos portais Zap+ com desconto. Corra., --,O multiverso dos corretores tem um universo de oportunidades. Aproveite os benefícios., --,Oferta por tempo limitado! Destaque seus imóveis para 100 milhões de pessoas., --,Benefícios e preço especial para anunciar nos 3 maiores portais de imóveis do Brasil., --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,plano-zapmais, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,, --, --,,senboffbr_gg_se_po_pp_ao_wb_re_go_pf Venda On - 2024,Anunciar,Paused,paused; ad group paused; campaign ended,Responsive search ad,Pending,,BRL,0,0,0,0, --,0,0.00, --,0.00,0,0,0.00%,0.00,0.00
Enabled,https://anuncie.zapimoveis.com.br/?utm_source=meta&utm_medium=paid-search&utm_campaign=senbon24br_mt_se_po_pp_ao_wb_re_go_pf, --, --, --, --, --, --, --, --,Portais Grupo OLX, --,Melhor época para anunciar, --,"Zap, OLX e Viva Real", --,Maiores portais imobiliários, --,Anuncie seus imóveis, --,Alavanque seus negócios, --,Seu negócio vai voar, --,Divulgue seu portfólio, --,Milhões de potenciais clientes, --,Seus imóveis em evidência, --,Saia na frente da concorrência, --,Escolha seu plano, --,Melhore a sua performance, --,Contrate agora, --,Plano Zap+ Agora é Grupo OLX, --, --,A melhor época para anunciar é agora. Confira os planos dos portais do Grupo OLX., --,Anuncie para milhões de potenciais clientes. Comece hoje a divulgação dos seus negócios, --,"Os portais Zap, OLX e Viva Real são o lugar certo para anunciar seus imóveis Garanta aqui.", --,Mais chances para aumentar suas visualizações de imóveis? Só nos portais do Grupo OLX., --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,, --, --,,senboffbr_gg_se_po_pp_ao_wb_re_go_pf Venda On - 2024,Anunciar,Not eligible,disapproved; ad group paused; campaign ended,Responsive search ad,Average,Try including more keywords in your headlines;Try including more keywords in your descriptions,BRL,0,0,0,0, --,0,0.00, --,0.00,0,0,0.00%,0.00,0.00
Paused,https://anuncie.zapimoveis.com.br/?utm_source=google&utm_medium=paid-search&utm_campaign=sebron24br_gg_se_bo_pp_ao_wb_re_go_pf, --, --, --, --, --, --, --, --,Plano Zap+, --,Novos planos com desconto, --,Especial mês do corretor, --,Até 20% off para anunciar, --,Conheça os nossos planos, --,Diversos benefícios, --,Conheça o Zap+, --,Destaque seus Imóveis, --,Dobro de destaque por 30 Dias, --,Anuncie seus Imóveis, --,Mês do Corretor com Descontos, --, --, --, --, --, --, --, --, --, --,Oferta especial do Mês do Corretor: planos dos portais Zap+ com desconto. Corra., --,O multiverso dos corretores tem um universo de oportunidades. Aproveite os benefícios., --,Oferta por tempo limitado! Destaque seus imóveis para 100 milhões de pessoas., --,Benefícios e preço especial para anunciar nos 3 maiores portais de imóveis do Brasil., --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,plano-zapmais, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,, --, --,,sebronplanosprof24br_gg_pc_po_pp_ao_wb_re_go_pf,Interesses+LAL,Paused,paused; campaign paused,Responsive search ad,Pending,,BRL,0,0,0,0, --,0,0.00, --,0.00,0,0,0.00%,0.00,0.00
Paused,https://www.zapmais.com.br/anuncie-portais/?utm_source=google&utm_medium=paid-search&utm_campaign=sebroffbr_gg_se_po_pp_ao_wb_re_go_pf, --, --, --, --, --, --, --, --,Portais Grupo OLX, --,Melhor época para anunciar, --,"Zap, OLX e Viva Real", --,Maiores portais imobiliários, --,Anuncie seus imóveis, --,Alavanque seus negócios, --,Seu negócio vai voar, --,Divulgue seu portfólio, --,Milhões de potenciais clientes, --,Seus imóveis em evidência, --,Saia na frente da concorrência, --,Escolha seu plano, --,Melhore a sua performance, --,Contrate agora, --,Plano Zap+ Agora é Grupo OLX, --, --,A melhor época para anunciar é agora. Confira os planos dos portais do Grupo OLX., --,Anuncie para milhões de potenciais clientes. Comece hoje a divulgação dos seus negócios, --,"Os portais Zap, OLX e Viva Real são o lugar certo para anunciar seus imóveis Garanta aqui.", --,Mais chances para aumentar suas visualizações de imóveis? Só nos portais do Grupo OLX., --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,, --, --,,senboffbr_gg_se_po_pp_ao_wb_re_go_pf,Canal pro,Paused,paused; campaign paused,Responsive search ad,Poor,Try including more keywords in your headlines;Try including more keywords in your descriptions,BRL,0,224.81,"4,734",357,7.54%,2.98,1064.26, --,0.00,0,0.00,11.34%,40.50,26.28
Paused,https://www.zapmais.com.br/anuncie-portais/?utm_source=google&utm_medium=paid-search&utm_content=anunciar&utm_campaign=senboffbr_gg_se_po_pp_ao_wb_re_go_pf, --, --, --, --, --, --, --, --,Black Friday Grupo OLX, --,Maiores portais imobiliários, --,"OLX, Zap e Viva Real", --,Até 20% de desconto, --,O dobro de destaque, --,Garanta sua oferta agora, --,"Mais leads, mais negócios", --,Saia na frente da concorrência, --,Anuncie no topo dos portais, --,Aumente as suas Visualizações, --,Capte Mais Lead, --,Planos para Anunciar, --,Melhore a sua Performance, --,Destaque seus Imóveis, --,Maior Classificado de Imóveis, --, --,Confira as ofertas da Black Friday e anuncie nos 3 maiores portais do mercado imobiliário., --,Até 20% Off mais o dobro de destaque por 30 dias. Aproveite a Black Friday., --,"Mais de 100 milhões de visualizações nos portais OLX, Zap e Viva Real.", --,Anunciar nos 3 Maiores Portais Imobiliários Nunca Foi Tão Fácil, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,, --, --,,senboffbr_gg_se_po_pp_ao_wb_re_go_pf,Anunciar,Paused,paused; campaign paused,Responsive search ad,Excellent,,BRL,0,415.40,767,133,17.34%,2.40,318.61, --,0.00,0,0.00,14.16%,18.84,16.91
Paused,https://anuncie.zapimoveis.com.br/planos-profissionais?utm_source=google&utm_medium=cpc&utm_campaign=sebronplanosprof24br_gg_pc_po_pp_ao_wb_re_go_pf&utm_content=mes-consumidor, --, --, --, --, --, --, --, --,Mês do Consumidor, --,Portais Grupo OLX, --,"Zap, OLX e Viva Real", --,Maiores portais imobiliários, --,Adquira Agora Mesmo, --,Conheça o Zap, --,Escolha o seu Plano Ideal, --,Divulgue seu portfólio, --,Milhões de potenciais clientes, --,Seus imóveis em evidência, --,Saia na frente da concorrência, --,Assine seu plano, --,Melhore a sua performance, --,Contratar é Rápido e Prático, --,Plano Zap Agora é Grupo OLX, --, --,Potencialize sua divulgação nos maiores portais do Grupo OLX! Anuncie agora., --,Anuncie para milhões de potenciais clientes. Comece hoje a divulgação dos seus negócios, --,"Os portais Zap, OLX e Viva Real são o lugar certo para anunciar seus imóveis Garanta aqui.", --,Mais chances para aumentar suas visualizações de imóveis? Só nos portais do Grupo OLX., --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,, --, --,,sebronplanosprof24br_gg_pc_po_pp_ao_wb_re_go_pf,Interesses+LAL,Paused,paused; campaign paused,Responsive search ad,Good,Try including more keywords in your headlines;Try including more keywords in your descriptions,BRL,0,83.71,"3,463",482,13.92%,0.60,289.88, --,0.00,0,0.00,0.00%,0.00,0.00
Paused,https://www.zapmais.com.br/anuncie-portais/?utm_source=google&utm_medium=cpc&utm_campaign=%5BNon-Branded%5D+Search+%7C+PlanoZap%2B, --, --, --, --, --, --, --, --,Plano Zap+, --,Novos planos com desconto, --,Especial mês do corretor, --,Até 20% off para anunciar, --,Conheça os nossos planos, --,Diversos benefícios, --,Conheça o Plano Zap+, --,Destaque seus Imóveis, --,Dobro de destaque por 30 Dias, --,Anuncie seus Imóveis, --,Mês do Corretor com Descontos, --,Conheça o ZAP+, --,Melhore a sua Performance, --, --, --, --, --, --,Oferta especial do Mês do Corretor: planos dos portais Zap+ com desconto. Corra., --,O multiverso dos corretores tem um universo de oportunidades. Aproveite os benefícios., --,Oferta por tempo limitado! Destaque seus imóveis para 100 milhões de pessoas., --,Benefícios e preço especial para anunciar nos 3 maiores portais de imóveis do Brasil., --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,plano-zapmais, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,, --, --,,senboffbr_gg_se_po_pp_ao_wb_re_go_pf,Canal pro,Paused,paused; campaign paused,Responsive search ad,Average,Try including more keywords in your headlines,BRL,0,111.02,"7,900",472,5.97%,1.86,877.02, --,0.00,0,0.00,9.58%,45.21,19.40
Paused,https://www.zapmais.com.br/anuncie-portais/?utm_source=google&utm_medium=paid-search&utm_campaign=sebroffbr_gg_se_po_pp_ao_wb_re_go_pf&utm_content=mes-consumidor, --, --, --, --, --, --, --, --,Mês do Consumidor, --,Plano Grupo OLX, --,"Zap, OLX e Viva Real", --,Maiores portais imobiliários, --,Portais Grupo OLX, --,Alavanque seus negócios, --,Anuncie seus imóveis, --,Divulgue seu portfólio, --,Milhões de potenciais clientes, --,Seus imóveis em evidência, --,Saia na frente da concorrência, --,Escolha seu plano, --,Melhore a sua performance, --,Aproveite o mês do consumidor, --,Plano Zap+ Agora é Grupo OLX, --, --,Turbine o potencial dos seus imóveis. Anuncie para mais de 30 milhões de pessoas por mês, --,Aproveite o mês do consumidor e comece hoje a divulgação dos seus negócios, --,"Os portais Zap, OLX e Viva Real são o lugar certo para anunciar seus imóveis Garanta aqui.", --,Mais chances para aumentar suas visualizações de imóveis? Só nos portais do Grupo OLX., --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,, --, --,,sebroffbr_gg_se_po_pp_ao_wb_re_go_pf,Brand,Paused,paused,Responsive search ad,Excellent,,BRL,0,226.97,"9,083",534,5.88%,3.86,2061.60, --,0.00,0,0.00,1.08%,5.76,357.75
Paused,https://www.zapmais.com.br/anuncie-portais/?utm_source=google&utm_medium=cpc&utm_campaign=Institucional+Search+Leads, --, --, --, --, --, --, --, --,Plano Zap+, --,Novos planos com desconto, --,Especial mês do corretor, --,Até 20% off para anunciar, --,Conheça os nossos planos, --,Diversos benefícios, --,Conheça o Zap+, --,Destaque seus Imóveis, --,Dobro de destaque por 30 Dias, --,Anuncie seus Imóveis, --,Mês do Corretor com Descontos, --, --, --, --, --, --, --, --, --, --,Oferta especial do Mês do Corretor: planos dos portais Zap+ com desconto. Corra., --,O multiverso dos corretores tem um universo de oportunidades. Aproveite os benefícios., --,Oferta por tempo limitado! Destaque seus imóveis para 100 milhões de pessoas., --,Benefícios e preço especial para anunciar nos 3 maiores portais de imóveis do Brasil., --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,plano-zapmais, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,, --, --,,sebroffbr_gg_se_po_pp_ao_wb_re_go_pf,Brand,Paused,paused,Responsive search ad,Good,Add more headlines to increase your chances for better performance;Try adding a few more unique headlines or unpinning some assets,BRL,0,80.70,"37,827","2,079",5.50%,1.47,3052.73, --,0.00,0,0.00,2.87%,59.68,51.15
Paused,https://www.zapmais.com.br/anuncie-portais/?utm_source=google&utm_medium=paid-search&utm_content=anunciar&utm_campaign=senboffbr_gg_se_po_pp_ao_wb_re_go_pf, --, --, --, --, --, --, --, --,Black Friday Grupo OLX, --,Maiores portais imobiliários, --,"OLX, Zap e Viva Real", --,Até 20% de desconto, --,O dobro de destaque, --,Garanta sua oferta agora, --,"Mais leads, mais negócios", --,Saia na frente da concorrência, --,Anuncie no topo dos portais, --,Aumente as suas Visualizações, --,Capte Mais Lead, --,Planos para Anunciar, --,Melhore a sua Performance, --,Destaque seus Imóveis, --,Maior Classificado de Imóveis, --, --,Confira as ofertas da Black Friday e anuncie nos 3 maiores portais do mercado imobiliário., --,Até 20% Off mais o dobro de destaque por 30 dias. Aproveite a Black Friday., --,"Mais de 100 milhões de visualizações nos portais OLX, Zap e Viva Real.", --,Anunciar nos 3 Maiores Portais Imobiliários Nunca Foi Tão Fácil, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,, --, --,,sebroffsp_gg_se_po_pp_ao_wb_re_go_pf,Brand,Paused,paused,Responsive search ad,Pending,,BRL,0,0,0,0, --,0,0.00, --,0.00,0,0,0.00%,0.00,0.00
